"Regiao";"cod_microregiao";"nome_microregiao";"cod_mesoregiao";"nome_mesoregiao";"media_gini";"PEA_18oumaisanos";"receitas_orc_realizadas";"media_renda_percapita"
"Norte";11006;"Cacoal";1102;"Leste Rondoniense";0,531111111111111;104405;269544351,17;503,454444444444
"Norte";11003;"Ariquemes";1102;"Leste Rondoniense";0,542857142857143;78834;222299949,16;478,324285714286
"Norte";11008;"Colorado do Oeste";1102;"Leste Rondoniense";0,494;23915;70421493,44;493,116
"Norte";11002;"Guajarﬂ-Mirim";1101;"Madeira-Guapor⁄";0,54;29030;71782702,77;447,786666666667
"Norte";11004;"Ji-Paranﬂ";1102;"Leste Rondoniense";0,522727272727273;137339;346226496,89;486,47
"Norte";11005;"Alvorada D'Oeste";1102;"Leste Rondoniense";0,585;30424;60713151,13;462,645
"Norte";11007;"Vilhena";1102;"Leste Rondoniense";0,503333333333333;65650;177689748,59;523,613333333333
"Norte";11001;"Porto Velho";1101;"Madeira-Guapor⁄";0,53;254243;590103240,82;520,367142857143
"Norte";12004;"Rio Branco";1202;"Vale do Acre";0,567142857142857;177375;461926260,52;403,068571428571
"Norte";12005;"Brasil⁄ia";1202;"Vale do Acre";0,5925;22201;59753592,68;379,3675
"Norte";12001;"Cruzeiro do Sul";1201;"Vale do Juruﬂ";0,616;44411;120136241,62;261,52
"Norte";12002;"Tarauacﬂ";1201;"Vale do Juruﬂ";0,68;21731;38367685,42;229,663333333333
"Norte";12003;"Sena Madureira";1202;"Vale do Acre";0,636666666666667;18251;55468208,41;276,693333333333
"Norte";13005;"Tef⁄";1303;"Centro Amazonense";0,603333333333333;28448;79792178,32;274,396666666667
"Norte";13003;"Alto Solimßes";1302;"Sudoeste Amazonense";0,628888888888889;70373;139314941,53;195,977777777778
"Norte";13006;"Coari";1303;"Centro Amazonense";0,61;51035;290070442,09;245,415
"Norte";13013;"Madeira";1304;"Sul Amazonense";0,606;58282;154297250,03;299,5
"Norte";13007;"Manaus";1303;"Centro Amazonense";0,588571428571429;892873;2128640239,41;338,414285714286
"Norte";13001;"Rio Negro";1301;"Norte Amazonense";0,7125;26492;64894390,21;245,07
"Norte";13010;"Parintins";1303;"Centro Amazonense";0,607142857142857;80982;166425230,34;226,585714285714
"Norte";13011;"Boca do Acre";1304;"Sul Amazonense";0,675;15608;47154636,56;253,315
"Norte";13012;"Purus";1304;"Sul Amazonense";0,6;25020;74403499,01;209,343333333333
"Norte";13004;"Juruﬂ";1302;"Sudoeste Amazonense";0,645714285714286;38416;106937213,36;208,154285714286
"Norte";13009;"Itacoatiara";1303;"Centro Amazonense";0,606;55307;188446032,59;278,76
"Norte";13002;"Japurﬂ";1301;"Norte Amazonense";0,64;6895;22865216,91;196,795
"Norte";13008;"Rio Preto da Eva";1303;"Centro Amazonense";0,535;22053;110449837,1;355,875
"Norte";14001;"Boa Vista";1401;"Norte de Roraima";0,7;140108;370245896,03;374,385
"Norte";14002;"Nordeste de Roraima";1401;"Norte de Roraima";0,715;12133;40711658,12;238,35
"Norte";14003;"Caracara›";1402;"Sul de Roraima";0,63;14490;15757617,85;361,63
"Norte";14004;"Sudeste de Roraima";1402;"Sul de Roraima";0,55;17313;29778618,01;332,3975
"Norte";15011;"Cametﬂ";1504;"Nordeste Paraense";0,555714285714286;160964;217667956,9;218,07
"Norte";15017;"Paragominas";1506;"Sudeste Paraense";0,57;113868;229558051,71;398,851428571429
"Norte";15012;"Tom⁄-A˛u";1504;"Nordeste Paraense";0,544;103713;140886755,41;275,744
"Norte";15005;"Furos de Breves";1502;"Marajæ";0,594;62087;35584872,14;190,346
"Norte";15019;"Parauapebas";1506;"Sudeste Paraense";0,536;105991;439608435,97;402,286
"Norte";15002;"Santar⁄m";1501;"Baixo Amazonas";0,6;181842;334954730,53;243,402857142857
"Norte";15003;"Almeirim";1501;"Baixo Amazonas";0,62;24224;0;338,84
"Norte";15015;"Altamira";1505;"Sudoeste Paraense";0,5975;106206;209275370,99;330,13125
"Norte";15007;"Bel⁄m";1503;"Metropolitana de Bel⁄m";0,516666666666667;980420;1826372911,5;485,185
"Norte";15010;"Bragantina";1504;"Nordeste Paraense";0,553846153846154;138618;228075043,02;259,063076923077
"Norte";15013;"Guamﬂ";1504;"Nordeste Paraense";0,584615384615385;141290;103110676,28;224,617692307692
"Norte";15014;"Itaituba";1505;"Sudoeste Paraense";0,586666666666667;80299;173546110,98;350,313333333333
"Norte";15004;"Portel";1502;"Marajæ";0,5575;38066;77313398,05;170,225
"Norte";15018;"S“o F⁄lix do Xingu";1506;"Sudeste Paraense";0,592;66260;134050616,05;448,32
"Norte";15020;"Marabﬂ";1506;"Sudeste Paraense";0,568;115388;336074663,7;348
"Norte";15016;"Tucuru›";1506;"Sudeste Paraense";0,581666666666667;120162;112481576,35;331,916666666667
"Norte";15008;"Castanhal";1503;"Metropolitana de Bel⁄m";0,522;118534;169581917,68;320,498
"Norte";15006;"Arari";1502;"Marajæ";0,574285714285714;51492;78728481,12;236,308571428571
"Norte";15009;"Salgado";1504;"Nordeste Paraense";0,538181818181818;88597;123667707,1;256,090909090909
"Norte";15022;"Concei˛“o do Araguaia";1506;"Sudeste Paraense";0,545;52866;103726707,75;314,805
"Norte";15001;"Àbidos";1501;"Baixo Amazonas";0,592;65018;237520503,84;269,524
"Norte";15021;"Reden˛“o";1506;"Sudeste Paraense";0,527142857142857;76089;188299500,75;400,501428571429
"Norte";16003;"Macapﬂ";1602;"Sul do Amapﬂ";0,59125;235530;447383543,2;417,97125
"Norte";16002;"Amapﬂ";1601;"Norte do Amapﬂ";0,653333333333333;8171;11861318,58;295,303333333333
"Norte";16001;"Oiapoque";1601;"Norte do Amapﬂ";0,68;11832;8174778,12;508,045
"Norte";16004;"Mazag“o";1602;"Sul do Amapﬂ";0,593333333333333;25084;53290130,3;365,306666666667
"Norte";17003;"Miracema do Tocantins";1701;"Ocidental do Tocantins";0,52625;59335;203284870,46;392,2225
"Norte";17001;"Bico do Papagaio";1701;"Ocidental do Tocantins";0,5252;68134;208760706,59;287,9288
"Norte";17005;"Gurupi";1701;"Ocidental do Tocantins";0,527857142857143;64474;166365832,53;461,823571428571
"Norte";17008;"Dianæpolis";1702;"Oriental do Tocantins";0,569;44458;149713432,43;360,3035
"Norte";17006;"Porto Nacional";1702;"Oriental do Tocantins";0,54;162243;499264548,45;475,588181818182
"Norte";17002;"Aragua›na";1701;"Ocidental do Tocantins";0,533529411764706;120467;254741717,12;382,312352941176
"Norte";17004;"Rio Formoso";1701;"Ocidental do Tocantins";0,526153846153846;52257;141666980,51;450,427692307692
"Norte";17007;"Jalap“o";1702;"Oriental do Tocantins";0,590666666666667;22980;76693989,33;288,313333333333
"Nordeste";21009;"Imperatriz";2102;"Oeste Maranhense";0,51875;232558;503847353,04;304,4025
"Nordeste";21016;"Coelho Neto";2104;"Leste Maranhense";0,58;26326;92449838,32;182,51
"Nordeste";21013;"Baixo Parna›ba Maranhense";2104;"Leste Maranhense";0,573333333333333;39573;49498415,38;170,533333333333
"Nordeste";21001;"Litoral Ocidental Maranhense";2101;"Norte Maranhense";0,555384615384615;64468;133324057,7;201,276153846154
"Nordeste";21008;"Pindar⁄";2102;"Oeste Maranhense";0,542272727272727;203092;388634317,55;215,938636363636
"Nordeste";21015;"Codæ";2104;"Leste Maranhense";0,575;84123;210435363,66;210,883333333333
"Nordeste";21020;"Gerais de Balsas";2105;"Sul Maranhense";0,632;48883;137437643,2;365,978
"Nordeste";21007;"Gurupi";2102;"Oeste Maranhense";0,542857142857143;74428;145114725,79;205,575714285714
"Nordeste";21005;"Baixada Maranhense";2101;"Norte Maranhense";0,557619047619048;197814;356925063,94;206,618095238095
"Nordeste";21014;"Chapadinha";2104;"Leste Maranhense";0,595555555555556;61283;114962286,49;172,052222222222
"Nordeste";21011;"Alto Mearim e Graja∑";2103;"Centro Maranhense";0,605454545454545;99361;244621019,75;196,660909090909
"Nordeste";21003;"Rosﬂrio";2101;"Norte Maranhense";0,55875;53132;101116471,25;195,4575
"Nordeste";21010;"M⁄dio Mearim";2103;"Centro Maranhense";0,5435;149965;323602427,99;248,4365
"Nordeste";21018;"Chapadas do Alto Itapecuru";2104;"Leste Maranhense";0,56;71261;194886031,13;239,716923076923
"Nordeste";21004;"Len˛ois Maranhenses";2101;"Norte Maranhense";0,608333333333333;54735;60785257,1;163,781666666667
"Nordeste";21021;"Chapadas das Mangabeiras";2105;"Sul Maranhense";0,56875;21759;84095859,75;236,61125
"Nordeste";21017;"Caxias";2104;"Leste Maranhense";0,538333333333333;154507;459131355,1;245,155
"Nordeste";21019;"Porto Franco";2105;"Sul Maranhense";0,533333333333333;42481;94066322,14;367,026666666667
"Nordeste";21006;"Itapecuru Mirim";2101;"Norte Maranhense";0,5775;61131;85723873,75;178,1775
"Nordeste";21012;"Presidente Dutra";2103;"Centro Maranhense";0,550909090909091;66498;116279815,05;246,746363636364
"Nordeste";21002;"Aglomera˛“o Urbana de S“o Lu›s";2101;"Norte Maranhense";0,5225;617150;1446934928,63;489,815
"Nordeste";22015;"Alto M⁄dio Canind⁄";2204;"Sudeste Piauiense";0,55025641025641;97570;246839197,94;231,483333333333
"Nordeste";22005;"M⁄dio Parna›ba Piauiense";2202;"Centro-Norte Piauiense";0,535882352941176;43800;129495001,04;263,017058823529
"Nordeste";22014;"Pio IX";2204;"Sudeste Piauiense";0,512857142857143;21411;33948030,94;287,93
"Nordeste";22004;"Campo Maior";2202;"Centro-Norte Piauiense";0,534210526315789;73216;161360203,77;232,3
"Nordeste";22003;"Teresina";2202;"Centro-Norte Piauiense";0,531538461538462;463695;1037104735,09;294,603076923077
"Nordeste";22010;"Alto M⁄dio Gurgu⁄ia";2203;"Sudoeste Piauiense";0,586363636363636;32276;62982515,72;271,676363636364
"Nordeste";22011;"S“o Raimundo Nonato";2203;"Sudoeste Piauiense";0,538235294117647;53593;111344004,28;229,331176470588
"Nordeste";22008;"Bertol›nia";2203;"Sudoeste Piauiense";0,526666666666667;13682;36878712,45;276,943333333333
"Nordeste";22006;"Valen˛a do Piau›";2202;"Centro-Norte Piauiense";0,521428571428571;37535;87722065,21;251,652857142857
"Nordeste";22013;"Picos";2204;"Sudeste Piauiense";0,5055;85521;185546163,29;266,484
"Nordeste";22012;"Chapadas do Extremo Sul Piauiense";2203;"Sudoeste Piauiense";0,575555555555556;27966;21886956,71;220,02
"Nordeste";22007;"Alto Parna›ba Piauiense";2203;"Sudoeste Piauiense";0,5625;14238;21730563,79;270,4325
"Nordeste";22001;"Baixo Parna›ba Piauiense";2201;"Norte Piauiense";0,535;119508;191014996,47;223,801111111111
"Nordeste";22002;"Litoral Piauiense";2201;"Norte Piauiense";0,559285714285714;114487;167778463,4;229,821428571429
"Nordeste";22009;"Floriano";2203;"Sudoeste Piauiense";0,538333333333333;49073;71950903,2;277,11
"Nordeste";23033;"Brejo Santo";2307;"Sul Cearense";0,484;37384;90721185,94;270,614
"Nordeste";23013;"Baturit⁄";2302;"Norte Cearense";0,511818181818182;65810;196131056,36;257,097272727273
"Nordeste";23001;"Litoral de Camocim e Acara∑";2301;"Noroeste Cearense";0,5625;130157;348916647,85;240,609166666667
"Nordeste";23021;"Sert“o de Senador Pompeu";2304;"Sertßes Cearenses";0,52375;76217;210565896,66;250,77875
"Nordeste";23020;"Sert“o de Inhamuns";2304;"Sertßes Cearenses";0,535;53509;166208351,63;242,36
"Nordeste";23004;"Meruoca";2301;"Noroeste Cearense";0,465;8998;30660318,95;251,255
"Nordeste";23030;"Cariria˛u";2307;"Sul Cearense";0,5275;20678;73504947,49;234,2725
"Nordeste";23023;"Baixo Jaguaribe";2305;"Jaguaribe";0,488;126220;316861259,96;309,632
"Nordeste";23008;"Itapipoca";2302;"Norte Cearense";0,556666666666667;76621;195726918,09;217,48
"Nordeste";23027;"Vﬂrzea Alegre";2306;"Centro-Sul Cearense";0,52;31646;95826085,36;241,466
"Nordeste";23011;"M⁄dio Curu";2302;"Norte Cearense";0,528;29073;85720042,11;237,878
"Nordeste";23016;"Fortaleza";2303;"Metropolitana de Fortaleza";0,494444444444444;1563159;3833543609,86;418,532222222222
"Nordeste";23022;"Litoral de Aracati";2305;"Jaguaribe";0,4875;45310;135260066,13;297,75
"Nordeste";23018;"Sert“o de Crat⁄us";2304;"Sertßes Cearenses";0,55;82937;252163727,26;248,085555555556
"Nordeste";23029;"Chapada do Araripe";2307;"Sul Cearense";0,56;33753;100092173,02;235,058
"Nordeste";23031;"Barro";2307;"Sul Cearense";0,53;30535;85888346,71;248,776666666667
"Nordeste";23028;"Lavras da Mangabeira";2306;"Centro-Sul Cearense";0,56;17726;59225141,04;289,58
"Nordeste";23019;"Sert“o de Quixeramobim";2304;"Sertßes Cearenses";0,562857142857143;93782;275857044,41;244,577142857143
"Nordeste";23032;"Cariri";2307;"Sul Cearense";0,5425;223054;497253781,52;313,7975
"Nordeste";23014;"Chorozinho";2302;"Norte Cearense";0,51;20603;68633935,62;244,286666666667
"Nordeste";23015;"Cascavel";2302;"Norte Cearense";0,493333333333333;54076;111517425,42;303,58
"Nordeste";23012;"Canind⁄";2302;"Norte Cearense";0,535;37535;134439199,84;221,1825
"Nordeste";23005;"Sobral";2301;"Noroeste Cearense";0,545;145089;463366852,72;256,9475
"Nordeste";23002;"Ibiapaba";2301;"Noroeste Cearense";0,5425;114095;233985242,5;262,275
"Nordeste";23007;"Santa Quit⁄ria";2301;"Noroeste Cearense";0,533333333333333;23813;74756570,91;235,893333333333
"Nordeste";23026;"Iguatu";2306;"Centro-Sul Cearense";0,53;86367;208079646,83;313,496
"Nordeste";23003;"Corea∑";2301;"Noroeste Cearense";0,52;19257;63698267,05;203,52
"Nordeste";23025;"Serra do Pereiro";2305;"Jaguaribe";0,51;16073;52099756,51;255,115
"Nordeste";23017;"Pacajus";2303;"Metropolitana de Fortaleza";0,445;51431;133050481,68;338,78
"Nordeste";23006;"Ipu";2301;"Noroeste Cearense";0,548333333333333;45304;136418982,7;245,82
"Nordeste";23010;"Uruburetama";2302;"Norte Cearense";0,5375;36716;76472458,93;228,7275
"Nordeste";23024;"M⁄dio Jaguaribe";2305;"Jaguaribe";0,51;23349;75708305;276,633333333333
"Nordeste";23009;"Baixo Curu";2302;"Norte Cearense";0,52;42287;133062799,1;307,043333333333
"Nordeste";24012;"Seridæ Oriental";2402;"Central Potiguar";0,462;50130;120628215,11;389,046
"Nordeste";24004;"Vale do A˛u";2401;"Oeste Potiguar";0,5;55548;170090953,28;337,925555555556
"Nordeste";24009;"Angicos";2402;"Central Potiguar";0,5225;17088;62306372,53;272,81375
"Nordeste";24005;"Serra de S“o Miguel";2401;"Oeste Potiguar";0,498888888888889;21984;88477214,98;251,492222222222
"Nordeste";24006;"Pau dos Ferros";2401;"Oeste Potiguar";0,484705882352941;42395;154140591,62;293,161764705882
"Nordeste";24007;"Umarizal";2401;"Oeste Potiguar";0,511818181818182;22006;80195384,39;287,178181818182
"Nordeste";24002;"Chapada do Apodi";2401;"Oeste Potiguar";0,515;28180;72348689,2;311,5925
"Nordeste";24001;"Mossoræ";2401;"Oeste Potiguar";0,493333333333333;147583;425675714,86;400,801666666667
"Nordeste";24019;"Litoral Sul";2404;"Leste Potiguar";0,511;44919;158568055,05;303,644
"Nordeste";24003;"M⁄dio Oeste";2401;"Oeste Potiguar";0,511666666666667;13270;50300524,12;306,398333333333
"Nordeste";24014;"Borborema Potiguar";2403;"Agreste Potiguar";0,498125;46774;131006301,07;254,364375
"Nordeste";24013;"Baixa Verde";2403;"Agreste Potiguar";0,528;21852;17613512,94;265,924
"Nordeste";24010;"Serra de Santana";2402;"Central Potiguar";0,512857142857143;23916;72168744,29;288,288571428571
"Nordeste";24015;"Agreste Potiguar";2403;"Agreste Potiguar";0,505;80561;232840616,17;263,377727272727
"Nordeste";24008;"Macau";2402;"Central Potiguar";0,53;20639;0;333,638
"Nordeste";24011;"Seridæ Ocidental";2402;"Central Potiguar";0,438571428571429;43917;102119833,07;385,687142857143
"Nordeste";24017;"Maca›ba";2404;"Leste Potiguar";0,506;111870;279491286,8;348,724
"Nordeste";24018;"Natal";2404;"Leste Potiguar";0,566666666666667;500752;1302180481,76;743,143333333333
"Nordeste";24016;"Litoral Nordeste";2404;"Leste Potiguar";0,504285714285714;29867;74183055,64;243,528571428571
"Nordeste";25007;"Serra do Teixeira";2501;"Sert“o Paraibano";0,515454545454545;41066;122458636,72;242,112727272727
"Nordeste";25005;"Piancæ";2501;"Sert“o Paraibano";0,526666666666667;25739;74357361,72;284,221111111111
"Nordeste";25015;"Brejo Paraibano";2503;"Agreste Paraibano";0,53;42674;113064474,17;258,8475
"Nordeste";25016;"Guarabira";2503;"Agreste Paraibano";0,494285714285714;61873;155236340,25;268,63
"Nordeste";25011;"Cariri Oriental";2502;"Borborema";0,475833333333333;26574;90023548,03;298,5075
"Nordeste";25012;"Curimata∑ Ocidental";2503;"Agreste Paraibano";0,504545454545455;46436;103331740,62;256,568181818182
"Nordeste";25023;"Litoral Sul";2504;"Mata Paraibana";0,49;30516;106861261,78;251,4375
"Nordeste";25002;"Cajazeiras";2501;"Sert“o Paraibano";0,505333333333333;65745;172216212,83;292,63
"Nordeste";25010;"Cariri Ocidental";2502;"Borborema";0,487647058823529;51342;145001493,09;280,385294117647
"Nordeste";25003;"Sousa";2501;"Sert“o Paraibano";0,491176470588235;68258;134241810,44;283,024705882353
"Nordeste";25013;"Curimata∑ Oriental";2503;"Agreste Paraibano";0,528571428571429;32007;88490344,91;225,744285714286
"Nordeste";25004;"Patos";2501;"Sert“o Paraibano";0,5;52717;131406112,37;283,842222222222
"Nordeste";25014;"Esperan˛a";2503;"Agreste Paraibano";0,495;22873;54199927,69;278,47
"Nordeste";25019;"Umbuzeiro";2503;"Agreste Paraibano";0,54;19267;50962748,94;205,952
"Nordeste";25020;"Litoral Norte";2504;"Mata Paraibana";0,509090909090909;50596;147997781,69;233,248181818182
"Nordeste";25009;"Seridæ Oriental Paraibano";2502;"Borborema";0,493333333333333;29564;88573699,58;273,416666666667
"Nordeste";25022;"Jo“o Pessoa";2504;"Mata Paraibana";0,551666666666667;473281;1364306486,36;552,005
"Nordeste";25001;"Catol⁄ do Rocha";2501;"Sert“o Paraibano";0,465454545454545;45272;117016734,67;273,020909090909
"Nordeste";25006;"Itaporanga";2501;"Sert“o Paraibano";0,517272727272727;30545;92413929,66;261,524545454545
"Nordeste";25017;"Campina Grande";2503;"Agreste Paraibano";0,48875;222679;449820391,15;331,60375
"Nordeste";25018;"Itabaiana";2503;"Agreste Paraibano";0,485555555555556;39978;104566969,19;254,406666666667
"Nordeste";25021;"Sap⁄";2504;"Mata Paraibana";0,487777777777778;45488;112526897,04;227,992222222222
"Nordeste";25008;"Seridæ Ocidental Paraibano";2502;"Borborema";0,465;15329;49192071,01;321,268333333333
"Nordeste";26017;"Recife";2605;"Metropolitana de Recife";0,53625;1506489;3215224146,33;561,455
"Nordeste";26003;"Paje∑";2601;"Sert“o Pernambucano";0,525882352941176;126322;280621276,36;295,455882352941
"Nordeste";26005;"Petrolina";2602;"S“o Francisco Pernambucano";0,53375;193062;369654795,13;302,7075
"Nordeste";26012;"Brejo Pernambucano";2603;"Agreste Pernambucano";0,507272727272727;76934;184538436,47;271,532727272727
"Nordeste";26015;"Mata Meridional Pernambucana";2604;"Mata Pernambucana";0,498571428571429;177966;466263628,39;261,954761904762
"Nordeste";26007;"Vale do Ipanema";2603;"Agreste Pernambucano";0,553333333333333;61381;157661349,96;221,386666666667
"Nordeste";26008;"Vale do Ipojuca";2603;"Agreste Pernambucano";0,515;365839;672540563,01;312,755
"Nordeste";26013;"Mata Setentrional Pernambucana";2604;"Mata Pernambucana";0,490588235294118;194065;426558494,75;297,336470588235
"Nordeste";26011;"Garanhuns";2603;"Agreste Pernambucano";0,537894736842105;172115;391043722,27;254,348947368421
"Nordeste";26016;"Itamaracﬂ";2605;"Metropolitana de Recife";0,5175;65352;96961904,08;331,88
"Nordeste";26001;"Araripina";2601;"Sert“o Pernambucano";0,558;109603;262554671,99;247,737
"Nordeste";26004;"Sert“o do Moxotæ";2601;"Sert“o Pernambucano";0,558571428571429;77872;182533045,2;276,635714285714
"Nordeste";26006;"Itaparica";2602;"S“o Francisco Pernambucano";0,54;53280;119807605,9;285,902857142857
